Ime županije;Ime grada/općine;MBR naselja;Ime naselja;RBR ulice/trga;Ime ulice/trga;Opis značenja imena ulice/trga
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3651;Vrlička ulica;Vrlika / grad cetinskog kraja/Dalmacija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3652;Vrpoljska ulica;"Vrpolje / naselje u Posavini; rodno mjesto kipara Ivana Meštrovića"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3653;Vrsarska ulica;Vrsar/Orsera / naselje u Istri
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3654;Vršička ulica;Vršič / planinski prijevoj u Julijskim Alpama/Slovenija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3655;Vrteci;Vrteci / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3656;Vrtić I.;Vrtić / područje s vrtovima, uređeno za vrijeme gradonačelnika Heinzla
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3657;Vrtić II.;Vrtić / područje s vrtovima, uređeno za vrijeme gradonačelnika Heinzla
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3658;Vrtlarska cesta;ulica nazvana po negdašnjim vrtlarijama
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3659;Vrtni put;ulica uz vrtove
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3660;Vrtnjakovečka ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3661;Vučak;Vučak / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3662;Vučanska ulica;Vuka / rijeka dunavskog porječja/Slavonija i Srijem
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3663;Vučetićev prilaz;"Ivan Vučetić / iseljenik u Argentini, izumitelj daktiloskopije; 1858-1925"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3664;Vučevački put;Vučevci / naselje kod Đakova/Slavonija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3665;Vugrinka;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3666;Vugrovečka ulica;Vugrovec/Vuger / negdašnje selo i biskupski posjed/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3667;Vuhredska ulica;Vuhred / naselje i hidroelektrana na rijeci Savi/Slovenija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3669;Ulica Bernarda Vukasa;"Bernard Vukas Bajdo / sportaš-nogometaš; 1927-1983"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3670;Ulica Filipa Vukasovića;"Josip Filip Vukasović / general, graditelj Lujzijanske ceste od Senja do Karlovca; 1755-1809"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3671;Ulica Lavoslava Vukelića;"Lavoslav Vukelić / književnik; 1840-1879"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3672;Vukmanićka ulica;Vukmanić / naselje kod Karlovca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3673;Vukomerec;Vukomerec/Židovgaj / negdašnji zaselak, dio kaptolskog posjeda sa središtem u Resniku/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3675;Vukomerečka cesta;Vukomerec/Židovgaj / negdašnji zaselak, dio kaptolskog posjeda sa središtem u Resniku/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3676;Vukovarska ulica;Vukovar / grad-heroj Domovinskog rata, 1991
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3677;Ulica Janka Vukovića;"Janko Vuković Podkapelski / kontraadmiral mornarice u državi SHS, poginuo 1918; 1871-1918"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3678;Vukovinska ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3679;Vuljarov breg;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3680;Vumelje;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3681;Vunarići;Vunarić / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3682;Vurovčica;Vurovčica / naziv rudine, neobrađenog zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3683;Ulica Adolfa Vebera;"Adolfo Veber Tkalčević / filolog i književnik; 1825-1889"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3684;Wickerhauserova ulica;"Teodor Wickerhauser / liječnik, kirurg, suosnivač Medicinskog fakulteta u Zagrebu; 1858-1946"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3685;Ulica Franje Wölfla;"Franjo Wölfl-Mara / sportaš-nogometaš; 1918-1987"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3686;Ulica Hinka Würtha;"Hinko Würth / sportaš-nogometaš i tenisač; 1881-1964"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3687;Zabočka ulica;Zabok / grad u Hrvatskom zagorju
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3688;Zabunovec;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3689;Zabunovec I.;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3690;Kosica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3691;Začretska ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3692;Zadarska ulica;Zadar / grad u Dalmaciji
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3693;Zadravečka ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3695;Zagorica;Zagorica / naselje u Sloveniji
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3696;Zagorska ulica;"Hrvatsko zagorje / ""kulturno-povijesna i prirodna regija, od Zagreba odvojena Medvednicom"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3697;II. Zagorska ulica;"Hrvatsko zagorje / ""kulturno-povijesna i prirodna regija, od Zagreba odvojena Medvednicom"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3699;Zagrebačka cesta;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3700;I. Zagrebački odvojak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3701;II. Zagrebački odvojak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3702;Ulica Ivana Zahara;"Ivan Zahar / književnik i publicist; 1845-1907"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3703;Ulica Karela Zahradnika;"Karel Zahradnik / matematičar; 1848-1916"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3704;Ulica Ivana Zajca;"Ivan pl. Zajc / skladatelj i dirigent; 1832-1914"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3705;Zakiščak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3706;Stube Ivana Zakmardija;"Ivan Zakmardi / prabilježnik Kraljevine Hrvatske, Dalmacije i Slavonije; † 1667"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3707;Zaluka;zaluka, svaki zakrivljeni prostor/naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3708;Zamenhofova ulica;"Ludvig Lazar Zamenhof / utemeljitelj esperanta, međunarodnog jezika; 1859-1917"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3709;Zamenhofove stube;"Ludvig Lazar Zamenhof / utemeljitelj esperanta, međunarodnog jezika; 1859-1917"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3710;Zametska ulica;Zamet / predjel grada Rijeke
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3711;Zamorski breg;Zamorski breg / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3712;Zaostroška ulica;Zaostrog / naselje u Makarskom primorju/Dalmacija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3713;Zapadna lozica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3714;Zapoljska ulica;Zapolje / naselje kod Nove Gradiške/Slavonija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3715;Zapotok;Zapotok / naselje u Sloveniji
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3716;Zaprešićka ulica;Zaprešić / grad sjeverozapadno od Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3718;Zatišje;Zatišje / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3719;Zatonska ulica;Zaton / naselje u Dalmaciji
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3720;Zavalići;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3722;Zavidovićka ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3723;Zavižanska ulica;Zavižan/Veliki Zavižan / planinski vrh na Sjevernom Velebitu/1678 mnv
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3724;Zavojna ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3725;Ulica Zavrelići;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3726;Završje;Završje/Zaveršje / negdašnje selo i kaptolski posjed/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3729;Završje I. odvojak;Završje/Zaveršje / negdašnje selo i kaptolski posjed/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3730;Završje II. odvojak;Završje/Zaveršje / negdašnje selo i kaptolski posjed/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3731;Završje III. odvojak;Završje/Zaveršje / negdašnje selo i kaptolski posjed/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3732;Zavrtnica;Zavrtnica / područje s vrtovima, uređeno za vrijeme gradonačelnika Heinzela
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3734;Zdenačka ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3736;Zdenački prilaz;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3737;Zdenački zavoj;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3738;Zdihovska ulica;Zdihovo / naselje u Gorskom kotaru
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3739;Zelena magistrala;cesta - poveznica Zagreba i Hrvatskog zagorja
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3740;Zelenčica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3741;Zelene putine;Putina / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3742;Zelengaj;Zelengaj / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3743;Zelengorska ulica;Zelengora / planina u Bosni i Hercegovini
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3744;Zelengradska ulica;Zelengrad / naselje između Obrovca i Medviđa, srednjovjekovni utvrđeni grad knezova Krbavskih/Dalmacija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3745;Zeleni dol;Zeleni dol / naziv zemljišta u području ljetnikovaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3746;Zeleni kut;Zeleni kut / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3747;Zeleni trg;Zeleni trg / trg okružen zelenilom
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3748;Zeleni vrh;Zeleni vrh / najviši vrh Svrljiških planina (1334 mnm)/Srbija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3749;Zelenički put;Zelenika / naselje kod Herceg Novog/Crna Gora
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3750;Ulica Ludovika Zelenka;"Ludovik Zelenko / kraljevski nadzorni mjernik; XIX st"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3751;Zelenjak;Zelenjak / naziv zemljišta u području ljetnikovaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3752;Zelinska ulica;Zelina / rijeka lonjskog porječja
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3753;Zemljakova ulica;"Ivan Zemljak / arhitekt; 1893-1963"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3754;Zemunička ulica;Zemunik / naselje i zračna luka kod Zadra
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3755;Zemunska ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3756;Zenička ulica;Zenica / grad u Bosni i Hercegovini
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3757;Zeverka;Zeverka / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3759;Ulica Zinke Kunc;"Zinka Kunc Milanov / hrvatska i svjetska operna pjevačica; 1906-1989"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3760;Zlarinska ulica;Zlarin / otok u Dalmaciji
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3761;Zlatarićev prilaz;"Dominko Zlatarić / renesansni pjesnik i prevoditelj; 1558-1613"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3762;Ulica Zlatarova zlata;Zlatarovo zlato / roman Augusta Šenoe
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3763;Zlatarska ulica;Zlatar / grad u Hrvatskom zagorju
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3764;Zlatićeva ulica;"Marko Zlatić / ""narodni učitelj; 1889 -1967"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3765;Zlobinska ulica;Zlobin / naselje između Hreljina i Fužina/Hrvatsko primorje
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3766;Zlobinski odvojak;"Zlobin / mjesto između Hreljina i Fužina/; Hrvatsko primorje"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3767;Zmajanska ulica;Zmajan / otok u Dalmaciji
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3768;Zmajevac;Zmajevac / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3769;Ulica Ivana Znike;"Ivan Znika / kanonik i dobrotvor; † 1706"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3770;Ulica Petra Zoranića;"Petar Zoranić / renesansni pisac, autor prvog hrvatskog romana ""Planine""; 1508-1569"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3771;Ulica Zoranićevih Planina;Planine / prvi hrvatski roman Petra Zoranića, 1536
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3772;Trg Milovana Zoričića;"Milovan Zoričić / ""pravnik, statističar; 1850 - 1912"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3773;Zorkovačka ulica;Zorkovac / naselje kod Ozlja/Pokuplje
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3774;Ulica Ivana Zovka;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3775;Ulica Petra Zrinskog;"Petar  IV. Zrinski / hrvatski ban, vojskovođa i pjesnik; 1621-1671"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3776;Zrinskogorska ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3777;Zrmanjska ulica;Zrmanja / rijeka jadranskog slijeva/Dalmacija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3778;Zrmanjski ogranak;Zrmanja / rijeka jadranskog slijeva/Dalmacija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3779;Zrnetićeva ulica;"Dragutin Zrnetić / ""sudionik NOB - a; 1923 - 1943"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3780;Zubovačka ulica;Zubovac / potok savskog porječja
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3781;Zumbulska ulica;zumbul / cvijet
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3782;Zvečaj;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3783;Zvečajska ulica;Zvečaj / negdašnji utvrđeni grad Frankopana i Zrinskih iz XIV st kod Duge Rese
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3784;Zvjezdana ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3785;Zvonarnička ulica;ulica u kojoj je bila ljevaonica zvona
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3786;Zvonigradska ulica;Zvonigrad / starohrvatski kraljevski utvrđeni grad Dmitra Zvonimira na gornjoj Zrmanji kod Knina, XI st/Dalmacija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3787;Zvornička ulica;Zvornik/Đurđev grad / srednjovjekovni bosanski utvrđeni grad s podgrađem na rijeci Drini, XIII-XIV st/Bosna i Hercegovina
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3788;Žabanjska ulica;"Sveti Ivan Žabno / naselje kod Križevaca/; Kalničko prigorje"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3789;Žagarova ulica;"Franjo Žagar / ""sudionik NOB - a; 1922 - 1945"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3790;Ulica Andrije Žaje;"Andrija Žaja / antifašist; 1901-1941"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3791;Žarovnička ulica;"Žarovnica / naselje kod Lepoglave/; Hrvatsko zagorje"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3792;Žažinska ulica;Žažina / naselje kod Lekenika/Turopolje
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3793;Žbandajski put;Žbandaj / naselje kod Poreča/Istra
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3794;Žednički put;Žednik / naselje u Bačkoj/Vojvodina
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3795;Željeznička cesta;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3796;Željkina ulica;Željka / narodno ime
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3797;Ulica Jurja Žerjavića;"Juraj Žerjavić / svećenik, dobrotvor; 1842-1910"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3798;Ulica Vinka Žganeca;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3800;Ulica Franje Žigrovića;"Franjo Žigrović / ""preporoditelj; 1814 - 1890"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3801;Žigulići;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3803;Žitna ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3804;Žitnjačka cesta;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3805;Žitnjak;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3806;Žitnjak Bogdani;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/Bogdan, prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3807;Žitnjak Bogdani I. odvojak;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/Bogdan, prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3808;Žitnjak Bogdani II. odvojak;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/Bogdan, prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3809;Žitnjak Bogdani III. odvojak;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/Bogdan, prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3810;Žitnjak Bogdani IV. odvojak;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/Bogdan, prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3811;Žitnjak Kovačići;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/Kovačić, prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3812;Žitnjak Kovačići II. odvojak;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/Kovačić, prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3813;Žitnjak Kovačići III. odvojak;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/Kovačić, prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3814;Žitnjak Martinci;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/Martinac, prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3815;Žitnjak Martinci I. odvojak;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/Martinac, prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3816;Žitnjak I. odvojak;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3817;Žitnjak II. odvojak;Žitnjak / naziv zemljišta na kojem se uzgajaju žitarice/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3818;Žitomirska ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3819;Živogoška ulica;Živogošće / naselje u Makarskom primorju/Dalmacija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3820;Žlebec;Žlebec / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3821;Žminjska ulica;Žminj / naselje u središnjoj Istri
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3822;Žugci;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3823;Žugčićeva ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3824;Žuglići;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3825;Žumberačka ulica;Žumberak / srednjovjekovni utvrđeni grad iz XIII st na Žumberačkom gorju
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3826;Ulica Otona Župančiča;"Oton Župančič / slovenski pjesnik; 1878-1949"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3827;Županići;Županić / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3828;Ulica Franje Župana;"Franjo Župan / tiskar i knjižar, tiskao prve hrvatske novine - ""Narodne novine"" i ""Danicu"" Ljudevita Gaja; 1784 - 1847"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3829;Županjska ulica;Županja / grad u Posavini
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3830;Žurkovska ulica;Žurkovo / dio naselja Kostrena kod Rijeke
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3832;Žuti breg;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3833;Žuti dol;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3834;Žuti jarak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3836;Žutnička ulica;Žutnica / naselje kod Krapine/Hrvatsko zagorje
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3840;Kraljevački brijeg;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3857;Podgradski odvojak;put podno grada Suseda
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3860;Bani;Ban / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3862;Predanić;Predanić / naziv zemljišta/prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3863;Podbrežje XIIa;"Podbrežje / negdašnje selo uz Savu, posjed Gradeca/breg-obala, ""breg ali nasip, ki vodu zaderžava"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3864;Ulica remetinečkih žrtava;ulica nazvana u spomen na tridesetoricu talaca, žrtava fašističkog terora obješenih 10 veljače 1945
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3866;Zamorski breg - odvojak;Zamorski breg / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3870;Jelašićev odvojak;"Franjo Jelašić / profesor, prevoditelj; 1878-1944"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3871;Kvintički odvojak;Kvintik / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3889;Naglići;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3894;Ulica Balde Glavića;"Baldo Melkov Glavić / svećenik, skupljač narodnih pjesama; 1841-1910"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3895;Kovačićkov put;Kovačićek / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3896;Ulica Vinka Beka;"Vinko Bek / socijalni radnik-tiflopedagog; 1862-1935"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3897;Opuzenska ulica;Opuzen / grad u Dalmaciji
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3899;Petrovščak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3900;Motiki;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3901;Ulica Tvrtka Miloša;"Tvrtko Miloš / ""hrvatski branitelj iz Domovinskog rata; 1941 - 1992"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3902;Kotorvaroška ulica;Kotor Varoš / grad u Bosni i Hercegovini
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3903;Ulica hrvatskih branitelja;u čast hrvatskim braniteljima iz Domovinskog rata
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3904;Ulica Božidara Kunca;"Božidar Kunc / skladatelj i pijanist; 1903-1964"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3905;Ulica Josipa Palade;"Josip Palada / sportaš-tenisač; 1912-1994"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3906;Ulica Blaža Trogiranina;"Blaž Jurjev Trogiranin / kasnogotički slikar; XV st"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3907;Kninski trg;Knin / grad u Dalmaciji, negdašnje sjedište hrvatskih vladara
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3908;Pavlinščak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3909;Ulica Joze Martinovića;"Jozo Martinović / prvi ministar financija RH, 1991-1992; 1942-1994"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3910;Kranjčecov breg;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3912;Ključariček;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3913;Kolarinščak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3914;Hrelićka zavrtnica;Hrelić / prekosavsko selonegdašnji kaptolski posjed/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3916;I. Resnik I. odvojak;Resnik / negdašnje selo/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3917;Sisačka cesta;Sisak / grad, jedno od najstarijih naselja središnje Hrvatske iz 4 st prije Krista/Pokuplje
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3918;Ulica Slavka Čora;"Slavko Čor / ""antifašist; 1897 - 1941"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3919;Sopnički odvojak;Sopnica/Sepnica / negdašnje selo i kaptolski posjed na području današnjih Sesveta/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3920;Majstorska ulica;majstor - najviša formalna kvalifikacija u obrtničkom zvanju
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3921;Obrtnička ulica;obrtnik - kvalificirana osoba određenog zanimanja
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3922;Poduzetnička ulica;poduzetnici, vlasnici poduzeća, osobe koje upravljaju ljudskim i materijalnim resursima
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3923;Trgovačka ulica;trgovac - osoba koja razmjenjuje dobra
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;3924;Dugane;Dugane / naziv zemljišta
