Broj upisnog lista;Naziv kazalista;Telefon kazalista;Fax kazalista;Email kazalista;Zupanija;Grad;Adresa kazalista;Status kazalista;Web kazalista;Naziv osnivaca kazalista;Zupanija osnivaca;Grad osnivaca;Adresa osnivaca;Naziv pravne osobe;Zupanija pravne osobe;Grad pravne osobe;Adresa pravne osobe;Tel pravne osobe;Fax pravne osobe;Email pravne osobe;Broj akta o osnivanju;Datum osnivanja akta;Broj statuta;Datum statuta;Broj upisa u registar;Datum upisa u registar;Intendant ravnatelj;Broj akta o imenovanju;Datum imenovanja intendanta;Popis članova;Napomena;
KAZ-191;Kazališna družina Punctum;091/558 9117;;romana.brajsa@gmail.com;Grad Zagreb;Grad Zagreb;Kružna 80;Umjetnička organizacija;;Romana Brajša, Goran Ribarić;Grad Zagreb;Grad Zagreb;Kružna 80, Zagreb, Pantovčak 76, Zagreb;Umjetnička organizacija Punctum;Grad Zagreb;Grad Zagreb;Kružna 80;;;;;25.5.2017. 0:00:00;;25.10.2017. 0:00:00;432;11.9.2017. 0:00:00;Romana Brajša;KLASA: UP/I-612-01/17-01/0016;11.9.2017. 0:00:00;Romana Brajša, producentica, VSS  Goran Ribarić, redatelj, VSS.;;
KAZ-192;Kazališna družina StudioChekhov Croatia;01/4669345;;studiochekhov.zagreb@gmail.com;Grad Zagreb;Grad Zagreb;Gajeva 10;Umjetnička organizacija;;Suzana Nikolić, Sanja Vejnović;Grad Zagreb;Grad Zagreb;Babonićeva 37, Zagreb, Savska 13, Zagreb;;;;;;;;;28.9.2000. 0:00:00;;28.9.2000. 0:00:00;80;26.10.2000. 0:00:00;Suzana Nikolić;KLASA: UP/I-612-01/00-01-23;28.9.2000. 0:00:00;;Statut od 28. 9. 2000. prestaje važiti zbog promjene imena Studio dramske umjetnosti Etra u novo ime Kazališna družina Studio Chekhov (18. 8. 2016.).;
KAZ-141/1;Kazališna družina Teatroman;091/2024494;;teatroman.hr@gmail.com;Grad Zagreb;Grad Zagreb;Bernarda Vukasa 53;Umjetnička organizacija;;Darko Janeš, Robert Budor;Grad Zagreb;Grad Zagreb;Žumberačka 34, Zagreb, Martićeva 8, Zagreb;Umjetnička organizacija Teatroman;Grad Zagreb;Grad Zagreb;Bernarda Vukasa 53;;;;Odluka;3.11.2011. 0:00:00;;3.11.2011. 0:00:00;293;11.11.2011. 0:00:00;Darko Janeš;UP/I-612-01/08-01/0020;23.1.2018. 0:00:00;;Izmjena:   prijenos osnivačkih prava i odgovorne osobe: umjesto Romana Šuškovića - Darko Janeš.;
KAZ-199;Kazališna družina "ARKTIK";099/200 40 40 ;;info@arktik.eu;Grad Zagreb;Grad Zagreb;I. Gundulića 3;Umjetnička organizacija;;Vesna Mačković, Antonio Dolić, Igor Zelić, Dimitrije Petrović, Luka Barešić;Grad Zagreb;Grad Zagreb;I. Fistrovića 17, Sisak, Mandrovićeva 18, Zagreb, M.Laginje 3, Umag, Heinzelova 47b, Zagreb, Starogradska 22, Ugljan;Umjetnička organizacija Arktik Institut za budućnost;Grad Zagreb;Grad Zagreb;I. Gundulića 3;;;;;27.6.2018. 0:00:00;;27.6.2018. 0:00:00;460;31.8.2018. 0:00:00;Vesna Mačković;KLASA: UP/I-612-01/18-01/0019;31.8.2018. 0:00:00;;;
KAZ-200;Kazališna družina "Radio Teatar";091/5307433;;;Grad Zagreb;Grad Zagreb;Pančićeva 9;Umjetnička organizacija;;Pavlica Bajsić, Marina Andree Škop, Mario Borščak;Grad Zagreb;Grad Zagreb;Pančićeva 9, Zagreb, I. Kukuljevića 5, Zagreb, Katićev prilaz 7, Zagreb;Umjetnička organizacija Radio teatar Bajsić i prijatelji;Grad Zagreb;Grad Zagreb;Pančićeva 9;;;;;10.7.2018. 0:00:00;;10.7.2018. 0:00:00;459;9.8.2018. 0:00:00;Pavlica Bajsić;KLASA: UP/I-612-01/18-01/0026;9.8.2018. 0:00:00;;;
KAZ-163;THEARTE;;;sikavica.ana@mail.com, thearte.production@gmail.com;Grad Zagreb;Grad Zagreb;Lastovska 12;Umjetnička organizacija;;Ana Sikavica, Paolo Tišljarić;Grad Zagreb;Grad Zagreb;Ilica 510, Zagreb, Sv. Leopolda Mandića 27, Zagreb;;;;;;;;;10.7.2014. 0:00:00;;10.7.2014. 0:00:00;370;28.8.2014. 0:00:00;Ana Sikavica;UP/i-612-01/14-01/0019;28.8.2014. 0:00:00;Paolo Tišljarić, univ.bacc.art. kazališne režije,  Mila Pavičević, mag. art. dramaturgije,  Mario Gigović, univ. bacc. art produkcije;;
KAZ-164;"Kazalište prijatelj";098/658510;;;Grad Zagreb;Grad Zagreb;Ljudevita Jonkea 12;Umjetnička organizacija;;Hrvoje Zalar, Anja Đurinović;Grad Zagreb;Grad Zagreb;Ljudevita Jonkea 12;;;;;;;;Odluka;18.6.2014. 0:00:00;;18.6.2014. 0:00:00;368;30.6.2014. 0:00:00;Hrvoje Zalar;Klasa: UP/I-612-01/14-01/0012;18.6.2014. 0:00:00;;;
KAZ-165;Lutonjica d.o.o.;095/3916407;;lutonjica.kazaliste@yahoo.com;Grad Zagreb;Grad Zagreb;Ulica Stjepana Širole 11;Trgovačko društvo;;Natalija Pećarina;Grad Zagreb;Grad Zagreb;Ulica Stjepana Širole 11;;;;;;;;OU-312/2014;23.9.2014. 0:00:00;;;MBS080935837, Tf-14/20700-6;16.10.2014. 0:00:00;Natalija Pećarina;;;Natalija Pećarina, VŠS, prof. predškolskog odgoja, lutkar amater;;
KAZ-177;Lutkarska organizacija koju fakat trebamo - LOFT;098/9191392;;uoloft@gmail.com;Grad Zagreb;Grad Zagreb;Izidora  Kršnjavoga 21/1;Umjetnička organizacija;;Morana Dolenc, Iva Mihanović;Grad Zagreb;Grad Zagreb;Sisečka 39, Ježevo, Vlade Gotovca 11, Zagreb;;;;;;;;Odluka;28.6.2012. 0:00:00;;28.6.2012. 0:00:00;327;25.1.2013. 0:00:00;Morana Dolenc;UP/I-612-01/12-01/0004;25.1.2013. 0:00:00;Morana Dolenc, redateljica, samostalna umjetnica,  Sanja Milardović, BA glume i lutkarstva, glumica, samostalna umjetnica,  Iva Mihanović, akademska kiparica;;
KAZ-178;Kazališna družina Novi teatar u gostima;091/356 7996;;noviteatarugostima@gmail.com;Grad Zagreb;Grad Zagreb;Petrova 32;Trgovačko društvo;;Želimir Čabraja;Grad Zagreb;Grad Zagreb;;Prime time film j.d.o.o.;Grad Zagreb;Grad Zagreb;Mlinovi  64c;;;;;4.7.2014. 0:00:00;OV-1038/16;16.3.2016. 0:00:00;Tt-14/15418-4;4.7.2014. 0:00:00;Želimir Čabraja;OV-1038/16;16.3.2016. 0:00:00;;;
KAZ-172;Kazališna družina Bastien;01/4621141, 091/462 11 40;;druzina.bastien@gmail.com;Grad Zagreb;Grad Zagreb;Breščenskoga 6;Umjetnička organizacija;;Lana Golob, Edita Lipovšek, Ljubo Zečević;Grad Zagreb;Grad Zagreb;Masarykova 26, Zagreb, Brešćenskoga 6, Zagreb, Ilica 48, Zagreb;;;;;;;;Odluka;20.10.1999. 0:00:00;;20.10.1999. 0:00:00;62;4.11.1999. 0:00:00;Edita Lipovšek;Klasa: UP/I-612-01/99-01-21;4.11.1999. 0:00:00;;;
KAZ-173;Kazališna družina Lutajuće kazalište;01/3882602, 091/20119717;;;Grad Zagreb;Grad Zagreb;Dobronićeva 26;Umjetnička organizacija;;Žarko Savić, Jelena Sušac;Grad Zagreb;Grad Zagreb;Šubićeva 5, Zagreb, Sjenjak 11, Osijek;;;;;;;;Odluka;7.7.2015. 0:00:00;;7.7.2015. 0:00:00;395;10.9.2015. 0:00:00;Žarko Savić;Klasa:UP/I-612-01/15-01/0015;10.9.2015. 0:00:00;;Punomoć kojom Žarko Savić ovlašćuje Đuru Roića da u svim poslovima zastupa Lutajuće kazalište ovjerena je kod javnog bilježnika 22.9.2015.;
KAZ-174;"Teatar Manje je više";091/3234002;;teatarmanjevise@gmail.com;Grad Zagreb;Grad Zagreb;Basaričekova 11;Umjetnička organizacija;;Ivica Kunčević, Danica Dedijer-Marčić;Grad Zagreb;Grad Zagreb;Basaričekova 11, Zagreb, Lovrina 4, Dubrovnik;;;;;;;;Odluka;20.5.2012. 0:00:00;;31.5.2012. 0:00:00;308;28.6.2012. 0:00:00;Ivica Kunčević;Klasa: UP/I-612-01/12-01/0016;28.6.2012. 0:00:00;;;
KAZ-176;Kazališna družina "Dječji Grad";095/5219 501;;info@djecjigrad.hr;Grad Zagreb;Grad Zagreb;Ivanićgradska 34;Trgovačko društvo;;Emina Mujkić;Grad Zagreb;Grad Zagreb;Ivanićgradska 34;ELEMENT JEDAN d.o.o.;Grad Zagreb;Grad Zagreb;Ivanićgradska 34;;;;OU-1003/2015.;2.12.2015. 0:00:00;;;Tt-15/23907-6;2.9.2015. 0:00:00;Emina Mujkić;OU-1003/2015;2.12.2015. 0:00:00;;Odlukom o promjeni Izjave o osnivanju unutar trgovačkog društva Element jedan d.o.o. osnovana je zasebna ustrojstvena jedinica - kazališna družina - pod nazivom Dječji grad. (OU-1003/2015, od 2. 12. 2015.);
KAZ-146;Plesni centar DRIM;091/5111066;;drim.ddc@gmail.com;Grad Zagreb;Grad Zagreb;Torbarova 8;Umjetnička organizacija;;Irene Dumbović, Dina Ekštajn;Grad Zagreb;Grad Zagreb;Torbarova 8, Zagreb, Rapska 37b, Zagreb;;;;;;;;;6.5.2010. 0:00:00;;12.5.2010. 0:00:00;262;24.5.2010. 0:00:00;Irene Dumbović;Klasa: UP/I-612-01/10-01/0014;24.5.2010. 0:00:00;;;
KAZ-017/3;Gradsko dramsko kazalište "Gavella";01/ 48 49 222;01/ 48 48 540;gavella@gavella.hr;Grad Zagreb;Grad Zagreb;Frankopanska 8;Ustanova;www.gavella.hr;Grad Zagreb;Grad Zagreb;Grad Zagreb;Trg Stjepana Radića 1;;;;;;;;Klasa: 612-03/92-01/91, Ur.broj: 251-11-04-92-2, odluka o osnivanju Skupštine grada Zagreba;8.4.1992. 0:00:00;05-2007;28.2.2007. 0:00:00;Tt-04/6008-4;9.9.2004. 0:00:00;Boris Svrtan;Klasa: UP/I-05/14-01/27;10.10.2014. 0:00:00;Sandra Bagarić, VSS, operna pjevačica, 19.12.2013.  Drago Topolovec, SSS, član zbora, 19.12.2013.  Kostadinka Velkovska, VSS, diplomirana glumica, 19.12.2013.  Mladen Šoškić, SSS, voditelj marketinga, 27.12.2013.   Enes Vejzović, VSS, diplomirani glumac, 27.12. 2013. ;Odluka o izmjenama i dopunama Statuta (Klasa: 021-05/13-01/529, od 28.11. 2013.): imenovanje ravnatelja: broj i datum upisa u sudski registar (Tf-14/27604-3, od 23.1. 2015..;
KAZ-202;Umjetnička organizacija "Kazališna družina Arterarij";095/3935822;;arterarij@gmail.com;Grad Zagreb;Grad Zagreb;Mesnička 11;Umjetnička organizacija;;Romano Nikolić, Marija Šegvić;Grad Zagreb;Grad Zagreb;Mesnička 11, Zagreb, Kordunska 15, Zagreb;;;;;;;;;9.7.2018. 0:00:00;;11.7.2018. 0:00:00;461;10.9.2018. 0:00:00;Romano Nikolić;KLASA: UP/I-612-01/18-01/0024;10.9.2018. 0:00:00;;;
KAZ-005/4;Gradsko kazalište "Žar ptica";01/ 23 47 228;01/ 23 47 855;uprava@zar-ptica.hr;Grad Zagreb;Grad Zagreb;Bijenička 97;Ustanova;www.zar-ptica.hr;Grad Zagreb;Grad Zagreb;Grad Zagreb;Trg Stjepana Radića 1;;;;;;;;Klasa: 612-03/97-01/23, Ur.broj: 251-11-04-97-5, odluka Gradske skupštine;11.12.1997. 0:00:00;Klasa: 612-03/98-01/22;26.5.1998. 0:00:00;Tt-98/445-2;17.2.1998. 0:00:00;Drago Utješanović;Klasa: UP/I-021/05/15-01/2;16.7.2015. 0:00:00;Milan Frenštacki Živković  Krešimir Marmilić  Tomislav Šulj  Gorana Marin  Milanka Čolović, VSS, profesor;Izmjene: članovi Kazališnog vijeća.  Izmjene statuta: Odluka o izmjeni i dopuni Statuta, broj 213/5, donijeta 12.3. 2015.(suglasnost Gradske skupštine: Klasa: 021-05/15-01/73, od 28.4. 2015. ),  Odluka o izmjenama i dopunama Statuta, broj 54/13, donijeta 8.11. 2013. (suglasnost Gradske skupštine, klasa: 021-05/13-01/549, od 28.11. 2013. ), Statut, broj 30/07, donijet 20.2. 2007. (suglasnost Gradske skupštine: klasa: 612-03/07-06/1, od 19.4. 2007.).;
KAZ-088/2;Kazališna družina "Teatar poezije";;;teatarpoezije@gmail.com;Grad Zagreb;Grad Zagreb;Lovćenska 85a;Umjetnička organizacija;;Goran Matović, Tatjana Lacko;Grad Zagreb;Grad Zagreb;Lovćenska 85a, Zagreb, Šušnjići 1, Zagreb;Umjetnička organizacija "Teatar pozeije";;;;;;;Odluka o osnivanju;10.8.2009. 0:00:00;;10.8.2009. 0:00:00;246;14.8.2009. 0:00:00;Goran Matović;KLASA: UP/I-612-01/09-01/0016;27.9.2016. 0:00:00;;Izmjena: prijenos osnivačkih prava, odgovorna osoba, osnivanje zasebne ustrojstvene jedinice unutar umjetničke organizacije.;
KAZ-197;Umjetnička organizacija Kazališna družina Rebel;099/468 3725;;rebel.rebel.kd@gmail.com;Grad Zagreb;Grad Zagreb;Maksimirska 73;Umjetnička organizacija;;Miran Kurspahić, Rona Žulj;Grad Zagreb;Grad Zagreb;Maksimirska 73, Zagreb, Derenčinova 27, Zagreb;;;;;;;;;26.6.2018. 0:00:00;;26.7.2018. 0:00:00;457;31.7.2018. 0:00:00;Miran Kurspahić;KLASA: UP/I-612-01/18-01/0020;31.7.2018. 0:00:00;;;
KAZ-198;Umjetnička organizacija Kazališna družina Mašina igre;095/353 5141;;masinaigre@gmail.com;Grad Zagreb;Grad Zagreb;Vojnovićeva 25/5;Umjetnička organizacija;;Paola Slavica, Andrea Slama;Grad Zagreb;Grad Zagreb;J. J. Strossmayera 10, Zadar, Drage Gervaisa 54, Rijeka;;;;;;;;;15.1.2018. 0:00:00;;15.1.2018. 0:00:00;445;29.1.2018. 0:00:00;Paola Slavica;KLASA: UP/I-612-01/18-01/0002;29.1.2018. 0:00:00;;;
KAZ-120/1;Umjetnička organizacija "TEATRUM";;;uteatrum@gmail.com;Grad Zagreb;Grad Zagreb;Cerjanska 15;Umjetnička organizacija;;Petar Cvirn, Zoran Pribičević, Tomislav Krstanović;Grad Zagreb;Grad Zagreb;Cerjanska 15, Zagreb, Ljudevita Gaja 12, Zaprešić, Dinarska 9, Čepin;;;;;;;;Odluka;1.3.2012. 0:00:00;;1.3.2012. 0:00:00;300;2.3.2012. 0:00:00;Petar Cvirn;Klasa: UP-I/612-01/12-01/0005;2.3.2012. 0:00:00;;;
KAZ-123/1;Studio KUBUS;01/382 11 22;;studiokubus@gmail.com;Grad Zagreb;Grad Zagreb;Krajiška 26;Umjetnička organizacija;www.studiokubus.hr;Mirela Brnetić, Marija Ščekić;Grad Zagreb;Grad Zagreb;Krajiška 26, Zagreb, Vijenac Kardinala A. Stepinca 13, Đakovo;;;;;;;;Odluka;3.12.2005. 0:00:00;;3.12.2005. 0:00:00;198;8.3.2006. 0:00:00;Mirela Brnetić;UP/I-612-01/06-01/0006;18.4.2014. 0:00:00;;Izmjene: Odluka o promjeni osnivača i odgovorne osobe. ;
KAZ-157;Umjetnička organizacija "ATEATAR";097/7665 067;;ateatar@gmail.com;Grad Zagreb;Grad Zagreb;Vile Velebita 1D/1;Umjetnička organizacija;;Darko Jeftić, Morana Dolenc;Grad Zagreb;Grad Zagreb;Petrinjska 55, Zagreb, Sisečka 39, Ježevo;;;;;;;;Odluka;26.2.2014. 0:00:00;;26.2.2014. 0:00:00;356;5.3.2014. 0:00:00;Darko Jeftić;Klasa: UP/I-612-01/14-01/0003;5.3.2014. 0:00:00;;;
KAZ-158;Umjetnička organizacija za otvaranje novih polja kazališne komunikacije "Četveroruka";095/8229 559;;cetveroruka@gmail.com, mapetkovic@gmail.com;Grad Zagreb;Grad Zagreb;Klaićeva 72a;Umjetnička organizacija;;Marina Petković, Sonja Pregrad;Grad Zagreb;Grad Zagreb;Klaićeva 72a, Zagreb, Kamenjak 1, Zagreb;;;;;;;;Odluka;22.7.2013. 0:00:00;;29.7.2013. 0:00:00;345;26.8.2013. 0:00:00;Marina Petković;UP/I-612-01/13-01/0024;26.8.2013. 0:00:00;;;
KAZ-159;"Teatar PUNA KUĆA";098/97 76 178;;punakuca@punakuca.hr;Grad Zagreb;Grad Zagreb;XIV Trokut 2b;Umjetnička organizacija;;Svetlana Patafta, Irena Zeiner;Grad Zagreb;Grad Zagreb;XIV Trokut 2b, Zagreb, M. Tartaglie 14, Zagreb;;;;;;;;Odluka;2.6.2014. 0:00:00;;2.6.2014. 0:00:00;367;30.6.2014. 0:00:00;Svetlana Patafta;Klasa: UP/I-612-01/14-01/0014;2.6.2014. 0:00:00;;;
KAZ-160;"Ecipecipec";091/766 2014;;info@ecipecipec.hr;Grad Zagreb;Grad Zagreb;Smičiklasova 22;Umjetnička organizacija;;Šiško Horvat-Majcan, Siniša Bovcon;Grad Zagreb;Grad Zagreb;Smičiklasova 22, Zagreb, Prilaz Baruna Filipovića 13, Zagreb;;;;;;;;;10.10.2012. 0:00:00;;10.10.2012. 0:00:00;326;21.1.2013. 0:00:00;Šiško Horvat-Majcan;Klasa: UP/I-612-01/12-01/0012;21.1.2013. 0:00:00;;;
KAZ-057/1;EUROKAZ FESTIVAL;01/ 48 47 856;01/ 48 54 424;eurokaz.office@gmail.com;Grad Zagreb;Grad Zagreb;Dežmanov prolaz 3;Umjetnička organizacija;www.eurokaz.hr;Gordana Vnuk i Branko Brezovec;Grad Zagreb;Grad Zagreb;Jakova Gotovca 8 i Tratinska 28;;;;;;;;OV-2668/99;19.2.1999. 0:00:00;OV-2668/99;19.2.1999. 0:00:00;53;24.3.1999. 0:00:00;Gordana Vnuk;OV-2668/99, Rješenje MK KLasa: UP/I-612-01/99-01-06;24.3.1999. 0:00:00;Gordana Vnuk, profesorica, dramaturg  Branko Brezovec, redatelj  Romano Bogdan, redatelj  Željka Turčinović, dramaturg;Izmjene: adresa, mail adresa.;
KAZ-107;JOZO BOZO d.o.o.;01/3745 396, 098/ 279 749;;magicstudio.jozobozo@gmail.com;Grad Zagreb;Grad Zagreb;Kajfešov brijeg 6;Trgovačko društvo;;Josip Alajbeg;Grad Zagreb;Grad Zagreb;Kajfešov brijeg 6;;;;;;;;900;28.10.2011. 0:00:00;2/I-011;9.11.2011. 0:00:00;080778876 Tt-11/20960-2;2.11.2011. 0:00:00;Josip Alajbeg;;2.11.2011. 0:00:00;Josip Alajbeg - Vss magistar znanosti MBA, scenski djelatnik - amater: glumac i mađioničar za djecu i obitelj.;;
KAZ-139;Plesni centar TALA;01/6191 386;;larisa@tala.hr;Grad Zagreb;Grad Zagreb;Božidara Magovca 50;Umjetnička organizacija;;Larisa Navojec, Tamara Curić;Grad Zagreb;Grad Zagreb;Božudara Magovca 50;;;;;;;;Odluka;14.2.2000. 0:00:00;;26.3.2000. 0:00:00;70;2.6.2000. 0:00:00;Larisa Navojec;Klasa: UP/I-612-01/00-01-09;2.6.2000. 0:00:00;;Izmjena: statut (mijenjano prezime), 1.9. 2012.;
KAZ-128;KRAVICE;;;kravice4@gmail.com;Grad Zagreb;Grad Zagreb;Prilaz Gjure Deželića 68/1;Umjetnička organizacija;;Amanda Prenkaj, Dunja Fajdić, Ivana Horvat, Petra Kurtela;Grad Zagreb;Grad Zagreb;Prilaz Gjure Deželilća 68, Zagreb, Izidora Krsnjavoga 13e, Karlovac, Bosanska 13, Zagreb;;;;;;;;;23.1.2012. 0:00:00;;23.1.2012. 0:00:00;298;7.2.2012. 0:00:00;Dunja Fajdić;UP/I-612-01/12-01/0003;7.2.2012. 0:00:00;;;
KAZ-131;Umjetnička organizacija "Ruždjak i Perković";099/488 44 55;;franka.perkovic@gmail.com;Grad Zagreb;Grad Zagreb;Basaričekova 16;Umjetnička organizacija;;Franka Perković Gamulin, Dora Ruždjak Podolski;Grad Zagreb;Grad Zagreb;Basaričekova 16, Medvedgradska 7a;;;;;;;;Odluka;15.6.2012. 0:00:00;;15.6.2012. 0:00:00;312;17.7.2012. 0:00:00;Franka Perković Gamulin;Klasa: UP/I-612-01/12-01/0021;17.7.2012. 0:00:00;;;
KAZ-090/1;Umjetnička organizacija SKOP;0981791126;;info@skop.hr;Grad Zagreb;Grad Zagreb;Čazmanska 4;Umjetnička organizacija;www.skop.hr;Nenad Glavan, Goran Kovač;Grad Zagreb;Grad Zagreb;Čazmanska 4, Ksaver 159;;;;;;;;OV-8584/2009;5.10.2009. 0:00:00;Statut umjetničke organizacije;10.10.2009. 0:00:00;252;17.11.2009. 0:00:00;Nenad Glavan;Klasa: UP/I-612-01/09-01/0025,Urbroj: 532-10-01/8-09-02;26.1.2012. 0:00:00;;Izmjene: prijenos osnivačkih prava, promjena adrese. ;
KAZ-132;PLESNI ATELIER NAIVA;01/38 35 321;;ivanamil@yahoo.com;Grad Zagreb;Grad Zagreb;Poljana V. Njegovana 4;Umjetnička organizacija;;Iva Višak, Ivana Miletić Piškor, Martina Nevistić;Grad Zagreb;Grad Zagreb;Radnički dol 23, Medvedgradska 14, Malekova 15;;;;;;;;OV-09105/05;30.6.2005. 0:00:00;;30.6.2005. 0:00:00;188;13.7.2005. 0:00:00;Ivana Miletić Piškor;Klasa: UP/i-612-01/05-01/19;13.7.2005. 0:00:00;;;
KAZ-134;Umjetnička organizacija "Zagrebački glumački atelje";091/539 2000, 091/345 6743;;vesnatm@gmail.com, zvonkonov@gmail.com;Grad Zagreb;Grad Zagreb;Dugi dol 5;Umjetnička organizacija;;Zvonko Novosel, Vesna Tominac Matačić;Grad Zagreb;Grad Zagreb;XI. Požarinje 2b, Zagreb, Dugi dol 5, Zagreb;;;;;;;;Odluka;12.8.2009. 0:00:00;;14.8.2009. 0:00:00;245;14.8.2009. 0:00:00;Zvonko Novosel;Klasa: UP/i-612-01/09-01/0017;14.8.2009. 0:00:00;;;
KAZ-135;Umjetnička organizacija "Zvonček";091/28 11 114;;;Grad Zagreb;Grad Zagreb;Jarnovićeva 1;Umjetnička organizacija;;Zvonka Škreblin Domaćinović, Josip Domaćinović;Grad Zagreb;Grad Zagreb;Jarnovićeva 1;;;;;;;;;15.10.2012. 0:00:00;;16.11.2012. 0:00:00;;10.12.2012. 0:00:00;Zvonka Škreblin Domaćinović;Klasa: UP/I-612-01/12-01/0033;10.12.2012. 0:00:00;;;
KAZ-136;Umjetnička organizacija "Teatar Erato";01/48 56 510;;teatarerato@gmail.com;Grad Zagreb;Grad Zagreb;Svačićev trg 10;Umjetnička organizacija;;Branko i Lidija Ivanda;Grad Zagreb;Grad Zagreb;Svačićev trg 10;;;;;;;;Odluka;14.3.2011. 0:00:00;;14.3.2011. 0:00:00;291;2.11.2011. 0:00:00;Lidija Ivanda;Klasa: UP/I-612-01/11-01/0011;2.11.2011. 0:00:00;;;
KAZ-110;"de facto" kazališna grupa;;;defacto1@net.hr, sasa.bozzic@gmail.com;Grad Zagreb;Grad Zagreb;Vukovarska ulica 239/II;Umjetnička organizacija;;Barbara Matijević, Saša Božić;Grad Zagreb;Grad Zagreb;Hečimovićeva 3, Zagreb, Kneza Domagoja 57, Vinkovci;;;;;;;;Odluka;26.9.2008. 0:00:00;;26.9.2008. 0:00:00;233;1.12.2008. 0:00:00;Barbara Matijević;UP/I-612-01/08-01/0034;1.12.2008. 0:00:00;;Osoba ovlaštena za zastupanje umjetničke organizacije je zamjenk odgovorne osobe - Saša Božić.  Izmjena: Rješenje MK: UP/i-612-01/08-01/0034, od 17. 11. 2011. - promjena sjedišta umjetničke organizacije: Vukovarska ulica 239/II.;
KAZ-111;Umjetnička organizacija "PROTUNAPAD";098/ 936 1770;;protunapad@gmail.com;Grad Zagreb;Grad Zagreb;Vidovčica 54;Umjetnička organizacija;;Nataša Mihoci, Borut Šeparović;Grad Zagreb;Grad Zagreb;Vidovčica 54, Zagreb, Vojnovićeva 22, Zagreb.;;;;;;;;Odluka;12.5.2011. 0:00:00;;19.5.2011. 0:00:00;285;13.6.2011. 0:00:00;Nataša Mihoci;Rješenje MK: UP/I-612-01/11-01/0010;13.6.2011. 0:00:00;;;
KAZ-040;Lutkarsko kazalište "Za bregom";01/ 61 16 471, 091/ 61 16 471;;lk.za.bregom@post.t-com.hr;Grad Zagreb;Grad Zagreb;Ljerke Šram 8;Umjetnička organizacija;;Zdenka Đerđ i Jasna Mesarić;Grad Zagreb;Grad Zagreb;Ljerke Šram 8;;;;;;;;Odluka o osnivanju ;12.7.1999. 0:00:00;;12.7.1999. 0:00:00;59, registar umjetničkih organizacija pri Ministarstvu kulture RH;3.8.1999. 0:00:00;Zdenka Đerđ;čl. 12. Statuta LK, rješenjem MK Klasa: UP/I-612-01/99-01-17 od 03.08.1999.;12.7.1999. 0:00:00;Zdenka Đerđ, mr. sc. redateljica  Jasna Mesarić, redateljica    Statut LK "Za bregom", 12.07.1999., članak 14;;
KAZ-046;Umjetnička organizacija MITROPA;098/842 002;;sanjasamanovic@gmail.com;Grad Zagreb;Grad Zagreb;Nova cesta 136;Umjetnička organizacija;;Pavo Marinković, Stanislav Tomić;Grad Zagreb;Grad Zagreb;Nova cesta 136, Zagreb, Gorana Kovačića 25, Zagreb;;;;;;;;Odluka;2.7.2006. 0:00:00;;3.7.2006. 0:00:00;207;12.9.2006. 0:00:00;Pavao Marinković;Rješenje MK: UP/I-612-01/06-01/0014;12.9.2006. 0:00:00;;;
KAZ-048;Kiklop;01/ 37 75 413;01/ 37 75 413;mhtkiklop@gmail.com;Grad Zagreb;Grad Zagreb;Prilaz Gjure Deželića 41;Umjetnička organizacija;www.mhtkiklop.com;Špiro Guberina i Boris Guberina;Grad Zagreb;Grad Zagreb;Prilaz Gjure Deželića 41;;;;;;;;;30.6.1997. 0:00:00;;5.7.1997. 0:00:00;Reg. br. 33;24.9.1997. 0:00:00;Špiro Guberina;Rješenjem MK Klasa: UP/I-612-01/97-01-1089;24.9.1997. 0:00:00;;;
KAZ-051;TEATAR RUGANTINO;01/ 37 00 638, 098/ 213 238;01/ 37 00 638;rugantino@zg.t-com.hr;Grad Zagreb;Grad Zagreb;Ivana Rangera 2;Umjetnička organizacija;www.rugantino.hr;Gordana Gadžić i Ivica Vidović;Grad Zagreb;Grad Zagreb;Ivana Rangera 2;Ministarstvo kulture RH;Grad Zagreb;Grad Zagreb;Runjaninova 2;;;;;30.9.2000. 0:00:00;;30.9.2000. 0:00:00;Reg. broj 77 ;10.10.2000. 0:00:00;Gordana Gadžić;Klasa: UP/I-612-01/00-01-24;10.10.2000. 0:00:00;;;
KAZ-052;Ars septima d.o.o.;01/ 48 56 510 ;;;Grad Zagreb;Grad Zagreb;Svačićev trg 10;Trgovačko društvo;;Ars septima d.o.o., Branko Ivanda;Grad Zagreb;Grad Zagreb;Svačićev trg 10;;;;;;;;;23.10.2007. 0:00:00;;23.10.2007. 0:00:00;;8.1.2008. 0:00:00;Lidija Ivanda;;;Branko Ivanda - VSS, profesor  Lidija Ivanda - VSS, producentica;Primarna djelatnost - filmska;
